abducting,"অপহারক (Adj.), অপহারী (Adj.)",,
abduction,অপহরণ,,
abeam,জাহাজ বা বিমানের আড়াআড়ি কোনো রেখার উপর অবস্থিত,,
abed,শয্যায় (Adv.),,
aberrance,বিচ্যুতির ঘটনা,,
aberrant,"বিচ্যুত, বিপথগামী",,
aberration,"বিপথগামিতা, সাময়িক স্মৃতিভ্রংশ",,
abet,অসৎ কাজে মদত দেওয়া,,
aid and abet somebody,কারো কুকর্মের সঙ্গে হওয়া,,
abetment,"বিবাদসৃষ্টির স্বভাব (N), সহায়তা (N), সাহায্য (N), আনুকূল্য (N), পোষকতা (N)",,
abetter,কুকর্মে সাহায্যকারী,,
abetting,পোষক (Adj.),,
abettor,"যোগদানকারী (N), পোষক (N)",,
abeyance,স্থগিতাবস্থা,,
abhor,গভীর ঘৃণার চোখে দেখা,,
abide,"থাকা, বাস করা, অবস্থান করা",,
abide by,"বিশ্বস্ত থাকা, মানিয়া চলা",,
abiding,"স্থায়ী (Adj.), মানিয়া চলে এমন (Adj.), কায়েমী (Adj.)",,
ability,"যোগ্যতা, ক্ষমতা, সামর্থ্য",,
ability to industrialise,1. শিল্পায়ন ক্ষমতা  2. শিল্পায়ন সামর্থ্য,,
abject,"শোচনীয়, অধম",,
abjection,চরম দুর্দশা,,
abjectly,শোচনীয়ভাবে,,
abjuration,শপথপূর্বক পরিত্যাগ,,
abjure,শপথপূর্বক বর্জন করা,,
ablation,অপসারণ (N),,
ablative,অপাদান কারক,,
ablaut,অপশ্রুতি,,
ablaze,"জ্বলন্ত, বহ্নিমান, চকচকে",,
able,"যোগ্য, সক্ষম, সমর্থ, বিচক্ষণ, গুণী",,
able bodied,"সক্ষম, শক্তিশালী",,
abloom,"বিকচ, পুষ্পিত, বিকশিত",,
ablution,"স্নান বা হাত-পা ধোওয়া, পুণ্যস্নান, আচমন",,
ably,যোগ্যতার সঙ্গে,,
abnegation,"অস্বীকার (N), নামঁজুরি (N), প্রত্যাখ্যান (N)",,
abnormal,"অদ্ভুত, অনিয়মিত, অস্বাভাবিক",,
aboard,"জাহাজ, বিমান, নৌকা প্রভৃতির ওপরে বা মধ্যে",,
abode,অধিবাস,,
abolish,"বাতিল করা, উচ্ছেদ করা",,
abolished,"রহিত (Adj.), লুপ্ত (Adj.)",,
abolishment,"বাতিল (N), রদ (N)",,
abolition,"রদ, বাতিল, উচ্ছেদ",,
abolition of posts,"পদবিলুপ্তি, পদলোপ",,
abolitionist,মৃত্যুদণ্ডবিলোপপন্থী,,
abominable,"ঘৃণ্য, জঘন্য",,
abominate,মনেপ্রাণে ঘৃণা করা,,
abomination,তীব্র ঘৃণা ও বিরাগ,,
aboriginal,"আদিম, আদি",,
aborigine,"আদিম অধিবাসী, আদিবাসী",,
aborigines,আদিম নিবাসী,,
abort,"গর্ভপাত হওয়া, নিষ্ফল করে দেওয়া",,
aborted,বন্ধ্যা - করা (Adj.),,
abortion,"গর্ভপাত, ভ্রূণমোচন, বিকৃতগঠন জীব",,
abortive,"নিষ্ফল, ব্যর্থ, অপরিণত",,
abortive coup,"ব্যর্থ অভ্যুত্থান, নিষ্ফল অভ্যুত্থান",,
abortive attempt,"ব্যর্থ চেষ্টা, নিষ্ফল প্রয়াস, ব্যর্থ প্রয়াস",,
abortively,"বৃথা (Adv.), নিষ্ফলতায় (Adv.)",,
abound,প্রচুর পরিমানে,,
abounding,"প্রাচুর্যপূর্ণ (Adj.), সমৃদ্ধ (Adj.), আচ্ছন্ন (Adj.), উচ্ছ্বাসিত (Adj.)",,
about,"বিষয়ে (Prep.), নিকট (Prep.), প্রায় (Adj.), ব্যাপৃত (Adv.), ঘুরিয়া (Adv.), চতুর্দিকে (Adv.), ইতস্তত (Adv.), আশেপাশে (Adv.), প্রায় কাছাকাছি (Adv.), আসন্ন (Adv.), বিপরীত দিকে (Adv.), ঘুরপাক খাইয়া (Adv.), বেষ্টন করিয়া (Adv.), সঁচরমান (Adv.), নাগাদ (Adv.), চালু (Adv.)",,
above,"ওপরে, অপেক্ষাকৃত বেশি, বাইরে",,
above all,সর্বোপরি,,
above named,একই প্যারাগ্রাফে আগে উল্লেখিত কোন নাম প্রসঙ্গে।,,
above mentioned,উপরে উল্লেখিত,,
above par,"অধিমূল্যে, অধিহারে",,
above ground,জীবিত,,
above board,"নিয়ম মেনে, সৎ ভাবে, খোলাখুলি",,
abracadabra,যাদুকরের আওড়ানো মন্ত্র,,
abrade,"ঘষে তুলে ফেলা, উত্যক্ত করা",,
abraded,"ঘষা (Adj.), ঘর্ষিত (Adj.)",,
abrasion,ঘর্ষণজনিত ক্ষয়,,
abrasive,ক্ষয়কারী ঘর্ষক,,
abreast,পাশাপাশি এবং একই দিকে মুখ করে,,
abridge,সংক্ষিপ্ত করা,,
abridged,সংক্ষেপিত,,
abroad,ব্যাপকভাবে,,
abrogate,"বিলোপ করা, রদ করা, খারিজ করা",,
abrogation,"বিলোপসাধন, রদ, খারিজ",,
abrogation of constitution,সংবিধান বাতিল,,
abrupt,"আকস্মিক, অপ্রত্যাশিত",,
abruptly,"হঠাৎ (Adv.), সহসা (Adv.), আচমকা (Adv.), অকস্মাৎ (Adv.)",,
abruptness,আকস্মিকতা (N),,
abscess,"ফোড়া, স্ফোটক",,
abscond,আত্মগোপন করে থাকা,,
absconder,আত্মগোপনকারী,,
absconding,পলান (Adj.),,
absence,"অনুপস্থিত, কামাই, গরহাজিরি",,
absence of attachment,অনাসক্ত,,
absence of rain,"বৃষ্টির অভাবে, অনাবৃষ্টি",,
absence of foresight,অদূরদর্শিতা,,
absence of possession,"ভোগাভাব, দখলের অভাব, ভক্তিহীনতা",,
absence of anger,অক্রোধ,,
absence of mind,"অন্যমনস্কতা, আনমন, অমনোযোগিতা",,
absence of desire,অনাকাঙ্ক্ষা,,
absence of illness,"অনাময়, অনাময়",,
absent,"অনুপস্থিত, গরহাজির",,
absent minded,সংস্কারমুক্ত অনুপস্থিত,,
absent mindedness,অনুপস্থিত নজর,,
absentee,অনুপস্থিত ব্যক্তি,,
absentee list,"শহরবাসী তালিকা, অনুপস্থিতের তালিকা, গরহাজিরের তালিকা",,
absentee landlord,"শহরবাসী বাড়িওয়ালা, শহরবাসী বা প্রবাসী জমিদার",,
absently,অন্যমনস্কভাবে (Adv.),,
absinth,"সোমরাজ গাছ বা তার নির্যাস, সোমরস",,
absinthe,সোমরস,,
absolute,"অবাধ, চরম, পরম, অকাট্য",,
absoluteness,নিরঙ্কুশ্তা (N),,
absolution,পাপক্ষলন,,
absolutism,"স্বৈরতন্ত্র, স্বৈরশাসননীতি",,
absolutist,স্বৈরতন্ত্রের প্রবক্তা,,
absolve,"বাধ্যবাধকতা থেকে মুক্তি, বিচারে নির্দোষ ঘোষণা করা",,
absorb,"শুষে নেওয়া, গভীরভাবে মগ্ন হওয়া",,
absorbability,শোষণপ্রবণতা,,
absorbable,শোষণযোগ্য,,
absorbed,"শোষিত (Adj.), নিমগ্ন (Adj.), নিবিষ্ট (Adj.), নিমজ্জিত (Adj.), খাত্তয়া (Adj.), বিশোষিত (Adj.), একমনা (Adj.), অভিনিবিষ্ট (Adj.), নিরত (Adj.), নিলীন (Adj.), অনন্য (Adj.), বুঁদ (Adj.)",,
absorbing,"বিশোষণ (N), বিশোষক (Adj.), শোষক (Adj.)",,
absorption,"শোষণক্রিয়া, বিশোষণ",,
absorption of heat,"তাপ শোষণ, তাপ গ্রহণ",,
absorptive,বিশোষক (Adj.),,
abstain,"নিজেকে নিবৃত্ত করা, বিরত থাকা",,
abstained,উপরত (Adj.),,
abstainer,মাদকবর্জনকারী,,
abstaining,বিরত (Adj.),,
abstemious,"সংযমী, মিতাহারী",,
abstemiousness,নিয়তাহর (N),,
abstention,"ক্ষান্তি, নিবৃত্তি",,
abstinence,উপরতি,,
abstinence from food,অনশন,,
abstinent,"পরিহারক (Adj.), মিতাচারী (Adj.), উপরত (Adj.)",,
abstract,"বস্তুনিরপেক্ষ, অমূর্ত, বিমূর্ত",,
abstract geometry,"সারাংশ জ্যামিতি, বিমূর্ত জ্যামিতি",,
abstract number,"বিমূর্ত সংখ্যা, বিমূর্ত রাশি",,
abstract budget,"সারাংশ বাজেট, সংক্ষিপ্ত বাজেট",,
abstract noun,"বস্তুবাচক নাম, গুণবাচক বিশেষ্য",,
abstract knowledge,বিমূর্ত জ্ঞান,,
abstract art,"অমূর্ত চিত্রকলা, বিমূর্ত শিল্প, বিমূর্ত কলা",,
abstract register,সার নিবন্ধ,,
abstract accounts,"সারাংশ অ্যাকাউন্ট, সংক্ষিপ্ত হিসাব",,
abstract sheet,সারপত্র,,
abstract slip,সারপত্রী,,
abstracted,"আনমনা (Adj.), অন্যমনস্ক (Adj.)",,
abstraction,"অপসারণ, অপহরণ, অন্যমনস্ক অবস্থা",,
abstractive,বিমূর্ত হত্তয়া (Adj.),,
abstruse,"দুর্বোধ্য, দুর্জ্ঞেয়",,
abstruseness,নিগূঢ়তা (N),,
absurd,"অযৌক্তিক, অর্থহীন, অসম্ভব",,
absurdity,"অর্থহীনতা (N), হাস্যকরতা (N), অসম্ভাবনা (N), শশবিষান (N), অদ্ভুততা (N)",,
abundance,"বহুলতা, অজস্রতা, প্রাচুর্য, অর্থপ্রাচুর্য",,
abundant,"প্রচুর, প্রভূত",,
abuse,"অপব্যবহার করা, অবমাননা করা",,
abusive,"অভদ্র, ইতর",,
abusive words,"কুকথা, কদুক্তি",,
abusive language,"অবমাননাকর ভাষা, অকথন",,
abut,সীমানার সঙ্গে সংলগ্ন বা লাগোয়া হওয়া,,
abutter,সংলগ্ন সম্পত্তির মালিক,,
abysmal,অতলস্পর্শী,,
abyss,অতলস্পর্শী গহ্বর,,
acacia,একরকম আঠা-নিঃসারী গাছ,,
acacia catechu,খয়ের গাছ,,
acacia nilotica,বাবলা,,
acacia arabica,বাবলা গাছ,,
acacia auriculiformis,আকাশমণি,,
academic,"অধ্যয়ন বিষয়ক, পাণ্ডিত্যপূর্ণ",,
academic council,"একাডেমিক কাউন্সিল, শিক্ষা সংসদ",,
academic session,"একাডেমিক সেশন, শিক্ষাবর্ষ",,
academic qualification,"শিক্ষাগত যোগ্যতা, বিদ্যাগত যোগ্যতা",,
academic year,"শিক্ষাবর্ষ, অধিবিদ্যা বৎসর",,
academician,"শিক্ষায়তনের সভ্য (N), বিশ্ববিদ্যালয়ের সভ্য (N), সংস্কৃতি - পরিষদের সভ্য (N)",,
academy,"উচ্চশিক্ষায়তন, পণ্ডিতসভা",,
academy for rural development,"পল্লী উন্নয়ন একাডেমী, পল্লি-উন্নয়ন একাডেমী",,
accede,"সম্মত হওয়া, অঙ্গীভূত হওয়া",,
accelerando,ত্বরক,,
accelerate,উত্তরোত্তর গতি বৃদ্ধি করা,,
accelerated,"দ্রুততর (Adj.), গতিবৃদ্ধ (Adj.), দ্রুতগত (Adj.)",,
accelerating,ত্বরক,,
accelerator,ত্বরক,,
accent,"স্বরাঘাত, শ্বাসাঘাত",,
accented,প্রস্বরিত,,
accents,কথা (N),,
accentuate,আরো জোরালো করা,,
accentuation,জোর দেওয়া,,
accept,"গ্রহণ করা, সত্য বলে স্বীকার করা",,
accept punishment,"দণ্ডগ্রহণ, দণ্ডগ্রহণ করা",,
accept bribe,"ঘুষ গ্রহণ, টাকা গ্রহন করে বৈধ/অবৈধ সুবিধা দেওয়া",,
acceptability,গ্রহণযোগ্যতা,,
acceptation,স্বীকৃতি,,
accepted,"গৃহীত (Adj.), প্রচলিত (Adj.), সাধারণ্যে স্বীকৃত (Adj.), সাধারণ্যে গৃহীত (Adj.), সম্মত (Adj.), পরিগৃহীত (Adj.), অঙ্গীকৃত (Adj.), প্রতিজ্ঞাত (Adj.), মঁজুর (Adj.), অনুমত (Adj.), নীত (Adj.), উত্পাত্ত (Adj.), কৃত (Adj.)",,
accepting,আদান (N),,
access,"কোনো জায়গায় পৌঁছানোর রাস্তা, অধিগম্যতা",,
access methods,"ব্যবহারের পদ্ধতি, প্রবেশাধিকার পাওয়ার পদ্ধতিসমূহ",,
accessary,"অতিরিক্ত (Adj.), আনুষঙ্গিক (Adj.), সহায়ক (Adj.), সহযোগী (Adj.), অন্তর্ভুক্ত (Adj.), আনুষঙ্গিক বস্তু (N), আনুষঙ্গিকঅংশ (N), অতিরিক্ত বস্তু (N), আনুষঙ্গিক বিষয় (N), অতিরিক্ত অংশ (N), উপাঙ্গ (N), সহায়ক বস্তু (N), দুষ্কর্মে সাহায্যদায়ক ব্যক্তি (N), দুষ্কর্মে সাহায্যদায়ক বস্তু (N)",,
accessibility,"অভিগম্যতা (N), প্রবেশযোগ্যতা (N)",,
accession,"উত্তীর্ণ হওয়া, সাবালক হওয়া",,
accession register,"যোজন রেজিস্টার, সংযোজন পঞ্জি",,
accession number,যোজন সংখ্যা,,
accession list,আগমতালিকা,,
accession to treaty,চুক্তিতে যোগদান,,
accession of sovereign,"রাজপদ, রাজপদ প্রাপ্তি",,
accession to office,পদপ্রাপ্তি,,
accession of sovereignty,"সার্বভৌমত্বের যোজন, রাজাধিকার প্রাপ্তি",,
accessorial,"অনুপূরক (Adj.), অতিরিক্ত (Adj.), বাড়তি (Adj.)",,
accessories,"জিনিসপত্র (N), আনুষঙ্গিক উপকরণ (N), মালপত্র (N)",,
accessory before the fact,"আসলে আগে আনুষঙ্গিক, কুকর্মের পরিকল্পনায় সাহায্যকারী",,
accessory after the fact,"আসলে পরে আনুষঙ্গিক, কুকর্ম গোপন করার কাজে সাহায্যকারী",,
accessory member,উপাঙ্গ,,
accessory minerals,"আনুষঙ্গিক খনিজ, অতিরিক্ত খনিজ",,
accessory,"আনুষঙ্গিক, টুকিটাকি সাজসরঞ্জাম",,
accidence,শব্দরূপতত্ত্ব,,
accident,"আকস্মিক ঘটনা, দুর্ঘটনা, আপতন",,
accident insurance,দুর্ঘটনা বীমা/বিমা,,
accidental,"আপতিক, আকস্মিক",,
accidental hurt,অপঘাত,,
accidental umemployment,আপতিক কর্মহীনতা,,
accidental injury,অপঘাত,,
accidentally,"ঘটনাক্রমে (Adv.), দৈবাৎ (Adv.), অকস্মাৎ (Adv.)",,
acclaim,"অভিনন্দিত করা, অভিবন্দনা",,
acclamation,"প্রশংসা (N), তারিফ (N)",,
acclimate,নূতন জলবায়ু সহ্য করিতে অভ্যস্ত করান,,
acclimation,আবহাত্তয়ায় অভ্যস্তকরণ (N),,
acclimatization,অভিযোজন,,
acclimatize,"নতুন পরিস্থিতির সঙ্গে মানিয়ে নেওয়া, অভিযোজিত করা",,
acclimatized,"ধাতস্থ (Adj.), রপ্ত (Adj.)",,
acclivity,চড়াই,,
accolade,"প্রশংসা, সাধুবাদ",,
accommodate,স্থান সংকুলান হওয়া,,
accommodating,উপকারপরায়ণ,,
accommodating party,"অমায়িক পার্টি, সাহায্যকারী পক্ষ",,
accommodation,"মানিয়ে নেওয়া, সমঝোতা",,
accommodation paper,উপযোজনপত্র,,
accommodation bill,"বাসস্থান বিল, উপযোজক হুন্ডি",,
accompanied,"অনুষঙ্গী (Adj.), সংসর্গী (Adj.)",,
accompaniment,আনুষঙ্গিক কোনো কিছু,,
accompanist,সংগতকারী,,
accompany,"সহযোগী হওয়া, সংগত করা",,
accompanying,"সহগামী (Adj.), সহগমনকারী (Adj.), সহচর (Adj.), অনুচর (Adj.), সহবর্তমান (Adj.), অনুবর্তী (Adj.), সহচারী (Adj.), আনুষঙ্গিক (Adj.), দোসর (Adj.), সঙ্গত (Adj.), সহগমন (N), অনুবর্তিতা (N)",,
accompli,সম্পন্ন,,
accomplice,"অনুচর, সাকরেদ",,
accomplice evidence,"যোগদানকারী প্রমাণ, অনুচর-সাক্ষ্য",,
accomplish,"উদ্যাপন করা (V), অর্জন করা (V), প্রতিপাদন করা (V), সম্পূর্ণ করা (V), সম্পাদন করা (V), খতম করা (V), সিদ্ধ করা (V), সাধা (V), সারা (V), সাধন করা (V), মিটান (V), নিষ্পত্তি করা (V), মেটান (V), অভীষ্টলাভ করা (V)",,
accomplishable,প্রতিপাদ্য (Adj.),,
accomplished,"সম্পন্ন (Adj.), মার্জিত (Adj.), কারকিত (Adj.), প্রতিপাদিত (Adj.), সংক্ষিত (Adj.), সাংস্কৃতিক গুণসম্পন্ন (Adj.), নির্বর্তিত (Adj.), সম্পাদিত (Adj.), নিষ্পন্ন (Adj.), উদ্যাপিত (Adj.), সিদ্ধ (Adj.)",,
accord,স্বেচ্ছায়,,
accordance,"সামঞ্জস্য, সংগতি, মিল",,
according,"অনুযায়ী (Adj.), অনুযাত (Adj.), অনুগ (Adj.)",,
accordion,অ্যাকর্ডিয়ন,,
accost,খদ্দের ডাকা,,
accosting,সম্ভাষণ (N),,
account,"মনে করা, বিবেচনা করা",,
accountancy,হিসাবরক্ষকের পেশা,,
accountant,হিসাবরক্ষণ,,
assistant accountant general,সহমহাহিসাবরক্ষক,,
accountant general,হিসাব নিরীক্ষক ও নিয়ন্ত্রক,,
accounting,হিসাবরক্ষণ (N),,
accounts,গণিতক (N),,
accredit,আরোপ করা,,
accredited,"আস্থাভাজন বলিয়া পরিগণিত (Adj.), অধিকারীরূপে স্বীকৃত (Adj.), সক্ষম বলিয়া পরিগণিত (Adj.), সাধারণ্যে গৃহীত (Adj.), নিসৃষ্ঠ(Adj.), প্রচলিত (Adj.), জমার হিসাবে সংযোজিত (Adj.)",,
accretion,পরিবৃদ্ধি,,
accretive,ক্রমবদ্র্ধিত (Adj.),,
accrue,বর্ধিত,,
accrued,জমা (Adj.),,
accumulate,"জমানো, একত্রিত করা",,
accumulated,"জমা (Adj.), জমান (Adj.), পুঁজিত (Adj.), উপচিত (Adj.)",,
accumulating,সঁচায়ক (Adj.),,
accumulation,"সঞ্চয়, সংগ্রহ",,
accumulation of capital,মূলধন সংগ্রহ,,
accumulative,"সঞ্চয়জাত, সঞ্চয়ী",,
accumulator,সঞ্চয়কারী,,
accuracy,"যাথাযথ্য, অভ্রান্ততা",,
accurate,"যথাযথ, নিখুঁত, অভ্রান্ত",,
accurately,"সঠিক (Adv.), যথাযথভাবে (Adv.), সতি্য (Adv.), ঠিক (Adv.), সত্য - সত্যই (Adv.)",,
accursed,"শাপগ্রস্ত, হতভাগ্য, অভিশপ্ত",,
accusation,"অভিযোগ, নালিশ",,
accusative,কর্মকারক,,
accuse,"অভিযুক্ত করা, নালিশ করা",,
accused,"অভিযুক্ত (Adj.), অভিযোগমুক্ত (Adj.), অভিযোগে বর্ণিত (Adj.), অনুযু়ক্ত (Adj.), আসামি (N), অভিযুক্ত ব্যক্তি (N), আসামী (N)",,
accuser,"অভিযোক্তা (N), অনুযোক্তা (N), ফরিয়াদী (N)",,
accusingly,অভিযোগের সুরে,,
accustom,অভ্যস্ত করানো,,
accustomed,"অভ্যস্ত (Adj.), প্রচলিত (Adj.), রপ্ত (Adj.), অভ্যাসগত (Adj.), বৃত্ত (Adj.), ধাতস্থ (Adj.), পোক্ত (Adj.)",,
ace,"টেক্কা (N), তাসের টেক্কা (N), পাশার পোয়া (N), সামান্যতম পরিমাণ (N), সেরা ব্যক্তি (N), কার্মুক (Adj.)",,
acerbity,"অম্লতা, কটু স্বাদ, তিক্ততা",,
acetic,ভিনিগার বা সিরকা সম্বন্ধীয়,,
acetic acid,"এসিটিক এসিড, ধান্যাম্ল, সিরকাম্ন",,
acetylene,একরকম বর্ণহীন হাইড্রোকার্বন গ্যাস,,
ache,একটানা ব্যথা,,
achievable,"সাধনযোগ্য, অর্জনীয়",,
achieve,"সাধন করা, অর্জন করা",,
achilles,ট্রয় যুদ্ধে গ্রীক পক্ষের শ্রেষ্ঠবীর (N),,
aching,ধরা (Adj.),,
achromatic,"বর্ণবিকারহীন, অবার্ণ",,
achromatically,বর্ণবিকারমুক্তভাবে,,
achromaticity,"অবার্ণতা, বর্ণবিকারহীনতা",,
acid,"অম্ল, অ্যাসিড",,
amino acid,অ্যামিনো অ্যাসিড,,
acid drops,"অ্যাসিড ঝরিয়া, টক-মিস্টি লজেন্স",,
acid test,"অম্ল পরীক্ষা, চরম পরীক্ষা, অ্যাসিড সহযোগে পরীক্ষা",,
acknowledge,"স্বীকার করা, মেনে নেওয়া, প্রাপ্তি স্বীকার করা",,
acknowledged,স্বীকৃত (Adj.),,
acknowledgement,"স্বীকৃতি (N), স্বীকার (N), কবুল (N), স্বীকারোক্তি (N), মাননা (N)",,
acknowledgment,"স্বীকৃতি, মেনে নেওয়া",,
acknowledgment due,প্রাপ্তি স্বীকারপত্র,,
acme,"সর্বোচ্চ মাত্রা, চরম উৎকর্ষ, শিখর, শীর্ষ",,
acne,ব্রণ,,
acolyte,"অনুগত সহকারী, অনুচর, নূতন শিক্ষার্থী",,
aconite,একরকমের বিষাক্ত উদ্ভিদ,,
acorn,ওক গাছের ফল,,
acoustic,"শ্রবণেন্দ্রিয় সংক্রান্ত, ধ্বনি সম্বন্ধীয়",,
acoustical,ধ্বনিতাত্বিক (Adj.),,
acquaint,"কোনো কিছু জানানো, কোনো কিছু সম্পর্কে অবহিত করা",,
acquaintance,"পরিচয় (N), জানাশোনা (N), সুপরিচিত ব্যক্তি (N), অবগতি (N), পরিচিত ব্যক্তি (N), মিশামিশি (N), চিনাশুনা (N), চিনাপরিচয় (N)",,
acquainted,"পরিচিত (Adj.), জানা (Adj.), জ্ঞানী (Adj.), অবগত (Adj.), পরিজ্ঞাত (Adj.), শিক্ষিত (Adj.), আলাপী (Adj.), জানাশোনা (Adj.)",,
acquiesce,"মৌনভাবে সম্মত হওয়া, বিনা আপত্তিতে মেনে নেওয়া",,
acquiescence,"মৌনসন্মতি (N), নীরব বশ্যতা (N)",,
acquirable,অধিগম্য (Adj.),,
acquire money,টাকা করা,,
acquire,"আয়ত্ত করা, অর্জন করা, অধিকার লাভ করা",,
acquired,"অর্জিত (Adj.), লব্ধ (Adj.), স্বোপার্জিত (Adj.), উপার্জিত (Adj.), অধিগত (Adj.)",,
acquisition,"নিজের চেষ্টায় অর্জন, স্বোপার্জন, অর্জিত কোনো কিছু",,
acquisitive,"অর্জনপ্রয়াসী, অধিকারলিপ্সু",,
acquisitive prescription,দীর্ঘভোগ স্বত্বাধিকার,,
acquit,"মিটিয়ে দেওয়া, চুক্তিয়ে দেওয়া, ন্যস্ত কর্তব্য সম্পাদন করা, বেকসুর খালাস দেওয়া",,
acquitted,খালাসী (Adj.),,
acre,"ভূসম্পত্তি (N), খেত (N), জমির 4840 বর্গগজ পরিমিত মাপবিশেষ (N)",,
acres,জমি (N),,
acrid,"উগ্র, কটু, ঝাঁজালো, জ্বালাধরানো",,
acridity,"ঝাঁজ (N), ধার (N), তীক্ষ্নতা (N), ঝাঁঝ (N), তীব্রতা (N), টক (N)",,
acrimony,"স্বভারের রুক্ষতা, মেজাজের রুক্ষতা, তীব্র বিদ্বেষভরে আক্রমণ করা",,
acrobat,"ব্যায়ামকুশলী, রজ্জুনর্তক",,
acrobatic,"দড়াবাজি সম্বন্ধীয় (Adj.), মত পরিবর্তন করে এমন (Adj.), মল্লক্রীড়া সম্বন্ধীয় (Adj.), ঘনঘন দলপরিবর্তন করে এমন (Adj.)",,
acrobatics,"দড়াবাজি (N), মল্লক্রীড়া (N), দড়াবাজি শিল্প (N), দক্ষ বিমানচালনা (N)",,
acronym,বিভিন্ন শব্দের আদ্যক্ষর দিয়ে গঠিত সংক্ষিপ্ত নির্দেশক শব্দ,,
acropolis,"প্রাচীন গ্রীসের নগরদুর্গ, নগরের কেন্দ্রস্থ উচ্চভূমি",,
across,"আড়াআড়ি, চওড়া-চওড়ি, এপার থেকে ওপার",,
acrostic,ছন্দোবদ্ধ হেঁয়ালি,,
acrylic,এক্রাইলিক (N),,
act,"কর্ম, ক্রিয়া, কাজ, কর্মানুষ্ঠান, নাটকের অঙ্গ, ভান, আচরণ করা",,
act of grace,"রেয়াতি আইনের, অপ্রার্থিত করুণা, অযাচিত অনুগ্রহ",,
acted,অভিনীত (Adj.),,
acting,"সাময়িকভাবে অন্যের স্থলাভিষিক্ত, সাধন, সম্পাদন",,
acting improperly,"অন্যায়াচারী, অন্যায়াচারী",,
acting appointment,সাময়িক নিয়োগ,,
acting arrangement,কর্মব্যবস্থা,,
acting unjustly,অন্যায়াচারী,,
acting president,ভারপ্রাপ্ত সভাপতি,,
actinic,বিকারক,,
actinic rays,বিকারক রশ্মি,,
actinism,বিকারক ধর্ম,,
action,"কর্মপ্রক্রিয়া, কাজ, নিষ্পাদিত কাজ, নাট্যক্রিয়া, চলনপদ্ধতি, মামলা, যুদ্ধ",,
